selling_price,km_driven,age,make,model,Petrol,Manual
8.25,10000,5,MARUTI,VITARA BREZZA,0,1
3.24,55000,11,HYUNDAI,I20 1.2,1,1
5.9,48000,6,SKODA,RAPID 1.6,1,1
4.65,52306,7,HONDA,AMAZE S,1,1
5.9,49000,9,MAHINDRA,THAR CRDE,0,1
6.2,19843,6,MARUTI,SWIFT DZIRE,1,0
13.5,51000,14,MERCEDES-BENZ,S-CLASS S,1,0
20.9025,34000,5,BMW,5 SERIES,0,0
4.25,33955,5,MARUTI,WAGON R,0,1
20.9025,18000,4,BMW,5 SERIES,0,0
3.5,58000,9,HONDA,AMAZE S,0,1
5.2,26000,7,HONDA,BRIO 1.2,1,0
10.99,53000,9,TOYOTA,CAMRY 2.5,1,0
13,18000,5,MAHINDRA,XUV500 AT,0,0
5.11,61000,8,MARUTI,CIAZ VDI,0,1
4.25,48000,7,HONDA,AMAZE VX,1,1
13.75,36000,11,AUDI,A6 2.0,0,0
3.52,57000,13,HONDA,CITY 1.5,1,0
3.95,27000,8,MARUTI,WAGON R,1,0
4.5,74100,11,HYUNDAI,VERNA 1.6,1,0
20.9025,55000,6,BMW,5 SERIES,0,0
8.95,19608,4,HYUNDAI,VERNA VTVT,1,1
3.05,72600,10,VOLKSWAGEN,VENTO DIESEL,0,1
7,15000,5,MARUTI,BALENO DELTA,1,0
4.65,59484,9,VOLKSWAGEN,VENTO 1.6,1,1
4.5,57429,8,MARUTI,SWIFT DZIRE,1,1
10.5,110000,6,HYUNDAI,CRETA 1.6,0,1
4.9,11000,4,HYUNDAI,GRAND I10,1,1
4.5,90000,10,MARUTI,ERTIGA ZDI,0,1
6.5,80484,8,HONDA,CITY I,1,0
14.75,75000,9,MERCEDES-BENZ,C-CLASS 220,0,0
5.9,55000,6,MARUTI,SWIFT DZIRE,1,0
4.25,54540,7,HYUNDAI,GRAND I10,1,1
17.25,13000,4,MG,HECTOR SHARP,1,0
4.5,80000,8,FORD,ECOSPORT TDCI,0,1
1,70000,12,TATA,INDICA ELX,0,1
5.15,66000,8,HONDA,MOBILIO S,1,1
4.5,64000,7,MARUTI,SWIFT DZIRE,1,1
5.59,61200,9,TOYOTA,COROLLA ALTIS,1,1
4,60000,11,TOYOTA,COROLLA ALTIS,0,1
4.8,47754,10,FORD,ECOSPORT 1.5,0,1
2.9,86461,9,MARUTI,WAGON R,1,1
3,40746,5,RENAULT,KWID RXL,1,1
6.5,31000,6,HYUNDAI,I20 2015-2017,1,1
2.35,44000,10,FORD,FIGO DIESEL,0,1
9,21000,4,HYUNDAI,VENUE S,0,1
16.5,49000,7,HYUNDAI,SANTA FE,0,0
6,23000,5,MARUTI,BALENO DELTA,1,1
12.75,63000,11,MERCEDES-BENZ,C-CLASS C,1,0
8.75,17000,4,HYUNDAI,VENUE SX,1,1
3.5,100000,11,HONDA,CITY S,1,1
2.85,65000,9,HYUNDAI,XCENT 1.1,0,1
2.9,46000,11,NISSAN,MICRA XL,1,1
2.9,28000,10,HONDA,BRIO S,1,1
5.95,35759,5,MARUTI,SWIFT AMT,1,0
4.65,30000,6,MARUTI,IGNIS SIGMA,1,1
7.65,50000,6,HONDA,CITY V,1,1
13.49,60004,9,MERCEDES-BENZ,C-CLASS C,0,0
1.85,34000,11,CHEVROLET,BEAT LS,1,1
14.65,55000,9,VOLVO,S60 D5,0,0
10.7,83000,12,MERCEDES-BENZ,E-CLASS E,1,0
5.95,62000,11,HYUNDAI,SANTA FE,0,0
9.5,19000,5,FORD,ECOSPORT 2015-2021,0,1
4.1,30300,5,MAHINDRA,KUV100 NXT,1,1
16.75,80260,7,SKODA,SUPERB LK,1,0
8.49,10000,5,HONDA,WR-V I-VTEC,1,1
3.65,42000,9,MARUTI,SWIFT LDI,0,1
4.65,62091,9,FORD,ECOSPORT 1.5,0,1
5,90000,8,MARUTI,CIAZ VDI,0,1
3,47000,11,HYUNDAI,I10 SPORTZ,1,0
6,36000,6,MARUTI,BALENO DELTA,1,0
7.75,40000,7,HYUNDAI,CRETA 1.4,0,1
4.4,56000,8,RENAULT,DUSTER 85PS,0,1
8.7,25000,7,HONDA,CITY I,1,0
19.95,85000,7,TOYOTA,CAMRY HYBRID,1,0
4.52,54500,8,MARUTI,DZIRE VXI,1,1
5.75,20002,5,MARUTI,SWIFT VXI,1,1
9,11000,4,HONDA,AMAZE VX,0,0
2.3,13910,10,MARUTI,ALTO K10,1,1
3.47,79855,8,MARUTI,WAGON R,1,1
15.25,9000,3,KIA,SELTOS HTK,0,0
3.1,7103,10,HONDA,BRIO S,1,1
1.6,90000,9,MARUTI,OMNI CNG,0,1
8.95,9000,5,TATA,NEXON 1.2,1,0
20.9025,15000,5,MERCEDES-BENZ,GL-CLASS 43,1,0
9.7,64000,10,BMW,1 SERIES,0,0
7.85,15800,6,FORD,ECOSPORT 2015-2021,1,1
1.2,22500,12,MARUTI,ALTO LX,1,1
7.5,63000,7,HYUNDAI,CRETA 1.4,0,1
0.85,20000,17,MARUTI,ALTO LXI,1,1
5.25,16000,5,MARUTI,SWIFT VXI,1,1
4.5,32000,8,SKODA,RAPID 1.5,0,1
7.1,64000,6,MARUTI,CIAZ ALPHA,0,1
4.25,40000,8,HONDA,AMAZE S,1,1
14.5,8000,3,KIA,SELTOS HTX,0,1
3.6,58000,10,MARUTI,SWIFT VDI,0,1
4.35,38000,9,MARUTI,SWIFT DZIRE,1,1
4.5,50168,8,MARUTI,SWIFT VDI,0,1
4.09,66733,10,RENAULT,DUSTER 110PS,0,1
1.9,73000,15,MARUTI,SWIFT 1.3,1,1
6.35,10000,6,MAHINDRA,NUVOSPORT N6,0,1
4.4,6600,7,HYUNDAI,GRAND I10,1,1
4.9,65000,7,MAHINDRA,TUV 300,0,1
20.9025,55000,5,BMW,5 SERIES,0,0
8.25,28000,6,HYUNDAI,VERNA 1.6,0,1
2.9,97797,10,TOYOTA,ETIOS GD,0,1
6.25,58232,9,MAHINDRA,XUV500 W6,0,1
5.25,60000,9,NISSAN,TERRANO XV,0,1
4.85,15161,5,MARUTI,CELERIO ZXI,1,1
3.25,56000,9,HYUNDAI,GRAND I10,0,1
2.95,29000,7,MARUTI,EECO 5,0,1
20.9025,60000,8,JAGUAR,XJ 2.0L,1,0
3.53,73536,10,MARUTI,SWIFT VDI,0,1
4.6,47000,10,FORD,ECOSPORT 1.5,0,1
9.25,60000,8,MAHINDRA,SCORPIO INTELLI,0,1
6.5,78000,11,VOLKSWAGEN,JETTA 2.0L,0,0
10.99,85000,9,HYUNDAI,SANTA FE,0,0
4.15,51235,10,RENAULT,DUSTER 110PS,0,1
4.85,37500,6,HYUNDAI,GRAND I10,1,1
20.9025,30000,6,MERCEDES-BENZ,CLA 200,0,0
5.5,59000,9,HONDA,CITY I,0,1
5.85,51000,8,VOLKSWAGEN,VENTO 1.5,0,0
5.25,75000,8,VOLKSWAGEN,POLO 2015-2019,1,0
20.9025,35000,7,MERCEDES-BENZ,GL-CLASS 350,0,0
20.9025,2300,4,BMW,6 SERIES,0,0
5.79,41000,5,HYUNDAI,I20 1.2,1,1
2.5,40000,11,HYUNDAI,SANTRO XING,1,1
11.75,4600,3,HONDA,CITY V,1,1
3.7,58000,12,SKODA,LAURA 1.8,1,1
4,42000,13,SKODA,SUPERB PETROL,1,1
4.95,68000,10,MARUTI,ERTIGA ZXI,1,1
2.45,62380,14,HONDA,CIVIC 1.8,1,1
2.12,106559,11,MARUTI,RITZ LDI,0,1
5,25000,9,HYUNDAI,GRAND I10,1,1
18.9,49000,8,BMW,3 SERIES,0,0
1.85,84800,17,MARUTI,SWIFT VXI,1,1
10,30000,7,MAHINDRA,SCORPIO S6,0,1
12,38000,10,MERCEDES-BENZ,C-CLASS 220,0,0
6.8,64000,7,RENAULT,DUSTER 85PS,0,1
14.5,28000,4,JEEP,COMPASS 1.4,1,1
4.95,32000,6,HONDA,AMAZE S,1,1
7.35,35000,6,VOLKSWAGEN,POLO GT,1,0
3,82200,10,MARUTI,SX4 VDI,0,1
20.9025,71000,6,AUDI,Q7 2006-2020,0,0
3.9,42000,8,HONDA,AMAZE S,1,1
5,70000,6,MARUTI,BALENO DELTA,1,1
20.9025,28000,5,MERCEDES-BENZ,GLS 2016-2020,1,0
4.51,81360,9,FORD,ECOSPORT 1.5,0,1
8.4,33000,5,HONDA,WR-V I-DTEC,0,1
6.25,28000,5,MARUTI,DZIRE VXI,1,1
2.5,62000,12,MARUTI,SWIFT DZIRE,1,1
2.75,42000,11,HYUNDAI,I20 MAGNA,0,1
3.5,33200,6,MARUTI,WAGON R,0,1
18,25000,4,MAHINDRA,XUV500 W11,0,0
5.2,30000,8,MARUTI,BALENO ZETA,1,1
7.45,52000,5,MARUTI,VITARA BREZZA,0,1
3.59,135880,10,MARUTI,RITZ ZDI,0,1
19.85,8700,3,DC,AVANTI 2.0,1,1
8.99,66000,11,MERCEDES-BENZ,C-CLASS 200,0,1
6.75,68100,6,MARUTI,VITARA BREZZA,0,1
2.65,62000,12,MARUTI,SWIFT DZIRE,0,1
6.55,47061,7,MARUTI,BALENO ZETA,1,0
4.45,8268,3,HYUNDAI,SANTRO ERA,1,1
3.75,36000,7,MARUTI,CELERIO VXI,1,1
5.5,59869,15,BMW,5 SERIES,1,0
2.9,43616,6,RENAULT,KWID RXT,1,1
12.9,75000,11,BMW,3 SERIES,0,0
5.8,43000,8,HYUNDAI,VERNA 1.4,1,1
5.7,92000,7,MARUTI,BALENO ALPHA,1,1
6.5,45178,5,HONDA,JAZZ 1.2,1,1
4.65,54000,7,HYUNDAI,GRAND I10,0,1
4.25,47000,11,HONDA,CITY 1.5,1,1
8,60000,11,BMW,X1 SDRIVE20D,0,0
9.25,52000,7,HYUNDAI,CRETA 1.6,1,1
20.9025,50000,7,FORD,ENDEAVOUR 3.2,0,0
3.15,62000,12,VOLKSWAGEN,POLO PETROL,1,1
4.15,63000,10,RENAULT,DUSTER 85PS,0,1
8.25,67000,13,TOYOTA,FORTUNER 3.0,0,1
5.65,65554,9,FORD,ECOSPORT 1.5,0,1
3.41,75854,9,MARUTI,SWIFT DZIRE,0,1
6.45,26000,6,MARUTI,SWIFT DZIRE,1,0
4.25,62521,13,HONDA,ACCORD VTI-L,1,0
4.86,52000,8,HYUNDAI,I20 2015-2017,1,1
5.5,35000,4,HONDA,AMAZE E,1,1
20.9025,55000,7,MERCEDES-BENZ,GLE CLASS,0,0
1.84,58000,10,TATA,MANZA AURA,0,1
11.75,65000,6,MAHINDRA,XUV500 AT,0,0
5.8,19000,4,HONDA,AMAZE E,1,1
3.65,70000,9,MARUTI,SWIFT VDI,0,1
4.99,29842,7,HYUNDAI,I20 MAGNA,1,1
8.35,35000,5,MARUTI,VITARA BREZZA,0,0
2.99,47000,7,DATSUN,REDI-GO T,1,1
3.5,147000,8,HYUNDAI,GRAND I10,0,1
10.75,26000,5,HONDA,CITY ZX,1,0
4.85,60000,14,CHEVROLET,CAPTIVA LTZ,0,0
1.9,65000,11,CHEVROLET,BEAT DIESEL,0,1
3.25,78000,10,MARUTI,SWIFT DZIRE,0,1
5,50000,9,HYUNDAI,I20 SPORTZ,0,1
6,50000,10,MAHINDRA,XUV500 W8,0,1
1.5,60000,13,MARUTI,WAGON R,1,1
2.1,52000,12,MARUTI,WAGON R,0,1
4.95,35000,10,HONDA,CITY 1.5,1,1
11.75,360101,6,TOYOTA,COROLLA ALTIS,0,1
20.9025,8000,5,MERCEDES-BENZ,C-CLASS C,1,0
3.3,48000,10,CHEVROLET,ENJOY PETROL,1,1
7.6,62000,6,HYUNDAI,VERNA 1.6,0,1
8.8,11687,4,NISSAN,KICKS XV,1,1
3.4,70000,9,HYUNDAI,I20 ERA,0,1
20.9025,15500,4,TOYOTA,FORTUNER 2016-2021,0,1
9.4,43000,5,HYUNDAI,VERNA VTVT,1,1
0.95,75000,14,CHEVROLET,SPARK 1.0,1,1
15.9,51000,6,TOYOTA,INNOVA CRYSTA,0,0
20.9025,15000,5,MERCEDES-BENZ,GLS 2016-2020,0,0
3.35,33124,5,RENAULT,KWID RXT,1,1
12.9,1470,4,HYUNDAI,CRETA 1.6,1,1
3.78,73956,9,MARUTI,SWIFT VDI,0,1
2.65,64000,9,MARUTI,WAGON R,1,1
2.75,15000,8,MARUTI,ALTO 800,1,1
2.35,73500,11,HYUNDAI,I10 ERA,1,1
6.26,49000,9,MARUTI,CIAZ ZXI,1,1
4.65,32000,6,MARUTI,IGNIS 1.2,1,1
7.25,35000,6,HONDA,CITY I,1,1
2.9,80849,10,HYUNDAI,I20 ERA,0,1
6.75,24000,6,MARUTI,BALENO ALPHA,1,1
4.8,30000,6,TATA,TIAGO 1.2,1,0
20.9025,46000,8,MERCEDES-BENZ,M-CLASS ML,0,0
6.1,71678,8,HONDA,CITY I,0,1
4.65,65000,7,MARUTI,SWIFT VXI,1,1
6.85,60000,7,MARUTI,VITARA BREZZA,0,1
3.85,30500,10,MARUTI,SWIFT VXI,1,1
3.9,47000,6,MARUTI,WAGON R,1,0
4,76500,9,VOLKSWAGEN,VENTO 1.5,0,1
2.4,80000,10,NISSAN,MICRA DIESEL,0,1
14.3,29000,4,JEEP,COMPASS 1.4,1,1
6.75,37000,7,FORD,ECOSPORT 2015-2021,1,1
3.35,80000,15,HONDA,NEW ACCORD,1,1
7.45,56239,6,HONDA,CITY I,1,1
7.15,3000,3,HONDA,AMAZE S,1,1
18,30000,8,AUDI,A4 35,0,0
20.9025,27000,4,TOYOTA,INNOVA CRYSTA,0,0
17.25,50500,9,AUDI,A6 2.0,0,0
8.35,65000,8,HYUNDAI,CRETA 1.6,0,0
1.35,88525,16,TOYOTA,COROLLA H5,1,1
9.25,16000,4,FORD,ECOSPORT 2015-2021,1,1
6.5,25000,6,MARUTI,SWIFT DZIRE,0,1
20.9025,19100,5,BMW,7 SERIES,0,0
8.75,60000,5,HYUNDAI,CRETA 1.4,0,1
7.25,44000,6,MARUTI,ERTIGA SHVS,0,1
7.8,67000,11,MERCEDES-BENZ,C-CLASS C,1,0
1.85,71000,15,MARUTI,SX4 VXI,1,1
5.49,89000,8,HONDA,CITY I,0,1
3.1,72000,12,MAHINDRA,XYLO E4,0,1
7.5,29000,6,MARUTI,CIAZ ZXI,1,1
9.5,58000,5,VOLKSWAGEN,VENTO 1.5,0,0
5.1,49000,5,TOYOTA,ETIOS LIVA,1,1
5.4,33528,6,MARUTI,BALENO DELTA,1,1
3.9,61000,8,HYUNDAI,XCENT 1.2,1,1
4.89,43733,6,MARUTI,SWIFT LXI,1,1
7.81,10000,4,MARUTI,BALENO ZETA,1,0
3.49,65001,10,HYUNDAI,I20 SPORTZ,0,1
3.5,90000,11,MARUTI,SWIFT DZIRE,1,1
17.49,14400,4,MG,HECTOR SHARP,1,0
13.5,12000,4,HONDA,CITY ZX,1,0
8.8,53000,6,HONDA,CITY I-VTEC,1,1
6,51000,6,HONDA,AMAZE SX,1,1
5.15,84999,8,MARUTI,BALENO ALPHA,0,1
20.9025,46000,6,BMW,5 SERIES,0,0
14.5,85000,9,AUDI,A4 2.0,0,0
4.5,50000,8,MARUTI,SWIFT AMT,1,0
5.75,63000,8,HONDA,CITY I,0,1
4.65,30917,11,HYUNDAI,VERNA 1.6,0,1
1.75,57000,13,CHEVROLET,BEAT LT,1,1
5.85,27000,7,MARUTI,BALENO ZETA,1,1
2.4,68000,13,MARUTI,SWIFT LXI,1,1
9.3,8143,5,HYUNDAI,VERNA VTVT,1,1
16.25,21500,4,HONDA,CIVIC V,1,0
18.75,4000,4,MG,HECTOR SHARP,1,0
7.7,58500,7,HYUNDAI,CRETA 1.6,0,1
4.75,65000,8,MARUTI,SWIFT DZIRE,0,1
3.53,99426,10,MARUTI,SWIFT VDI,0,1
2.72,62000,12,TOYOTA,ETIOS G,1,1
20.9025,24300,4,MERCEDES-BENZ,C-CLASS PROGRESSIVE,1,0
16.8,48000,7,TOYOTA,INNOVA CRYSTA,0,0
3.95,75000,8,FORD,FIGO 1.5D,0,1
7,37000,5,MARUTI,CIAZ ALPHA,1,1
3.9,39000,8,HONDA,BRIO 1.2,1,1
7.25,40000,5,HONDA,AMAZE VX,0,1
20.9025,52000,6,LEXUS,RX 450HL,1,0
3.1,52000,8,MARUTI,WAGON R,1,1
1.5,111000,10,HYUNDAI,EON D,1,1
5.5,78000,9,HONDA,CITY I,0,1
8.95,125000,8,TOYOTA,INNOVA 2.5,0,1
2.25,51025,11,HYUNDAI,EON ERA,1,1
7.6,25656,6,HONDA,WR-V I-VTEC,1,1
4.4,134532,11,HONDA,CITY 1.5,1,0
5.99,48000,5,MARUTI,BALENO DELTA,0,1
6.2,50000,8,HONDA,CITY I,1,1
20.9025,4000,5,MERCEDES-BENZ,S-CLASS MAYBACH,1,0
8,76000,8,HYUNDAI,CRETA 1.6,0,1
6.25,25000,6,MARUTI,BALENO ZETA,1,1
5.4,73000,8,HONDA,CITY I,0,1
12.95,69550,9,MERCEDES-BENZ,C-CLASS C,0,0
6.03,28014,7,MARUTI,CIAZ VXI,1,1
10.75,1200,3,HYUNDAI,VENUE SX,1,1
6.25,33060,7,HYUNDAI,VERNA 1.6,1,1
5.25,65000,11,TOYOTA,COROLLA ALTIS,0,1
6.7,76003,11,HONDA,NEW ACCORD,1,1
6.1,25000,6,MARUTI,SWIFT DZIRE,1,0
3.99,65000,9,NISSAN,TERRANO XV,0,1
7.8,32000,5,RENAULT,CAPTUR 1.5,1,1
3.1,60001,9,MARUTI,SWIFT LDI,0,1
20.9025,66000,8,AUDI,Q5 3.0,0,0
1.8,70001,10,CHEVROLET,BEAT DIESEL,0,1
5.99,37001,6,MARUTI,SWIFT DZIRE,1,1
20.9025,6000,6,MINI,CLUBMAN COOPER,1,0
16.31,68745,6,TOYOTA,INNOVA CRYSTA,0,1
8.9,70000,8,HYUNDAI,CRETA 1.6,0,1
3.5,71000,9,HONDA,AMAZE EX,0,1
5.15,52000,8,SKODA,RAPID 1.5,0,1
6.5,43000,7,MARUTI,BALENO ZETA,1,1
11.75,34000,6,MAHINDRA,XUV500 AT,0,0
2.45,68000,13,MARUTI,SWIFT VXI,1,1
5.25,143000,7,FORD,ECOSPORT 2015-2021,0,1
6.5,47000,10,MAHINDRA,XUV500 W8,0,1
2.85,40000,10,MARUTI,WAGON R,1,1
3.5,57000,13,HONDA,CITY V,1,0
3.3,65209,10,MARUTI,SWIFT VDI,0,1
11.75,7669,4,MARUTI,XL6 ALPHA,1,0
5.6,50000,8,FORD,ECOSPORT 2015-2021,0,1
2.7,64000,10,MARUTI,WAGON R,0,1
5.15,16415,4,HYUNDAI,GRAND I10,1,1
9,12000,5,HONDA,CITY I-VTEC,1,1
2.95,50000,8,NISSAN,MICRA ACTIVE,1,1
4.5,45000,7,VOLKSWAGEN,POLO 2015-2019,1,1
4.5,63000,7,HYUNDAI,GRAND I10,1,1
8.45,50000,11,BMW,3 SERIES,0,0
0.7,30000,16,MARUTI,WAGON R,1,1
13.1,11000,7,TOYOTA,COROLLA ALTIS,0,1
5.49,44000,8,MAHINDRA,TUV 300,0,1
5.2,29000,6,MARUTI,IGNIS ALPHA,1,1
2.98,65000,10,HONDA,BRIO S,1,1
5.65,52000,8,MARUTI,CIAZ VXI,1,1
4.2,62000,11,HYUNDAI,VERNA 1.6,1,1
16.9,61000,9,TOYOTA,FORTUNER 4X2,0,0
7.65,35000,6,HONDA,WR-V I-VTEC,1,1
2.4,73500,11,HYUNDAI,I10 MAGNA,1,1
1.7,63248,15,MARUTI,SWIFT VXI,1,1
20.9025,12500,5,AUDI,S5 SPORTBACK,1,0
5.85,49098,8,MARUTI,CIAZ VXI,1,1
4.9,35000,11,MAHINDRA,QUANTO C6,0,1
2.1,90000,11,VOLKSWAGEN,POLO DIESEL,0,1
6.75,59000,6,MARUTI,SWIFT DZIRE,0,0
6.75,45000,4,HONDA,AMAZE V,1,0
4.95,47000,9,MARUTI,CIAZ ZDI,0,1
3.25,42000,10,SKODA,RAPID 1.6,1,1
5.1,56000,8,MARUTI,CIAZ VDI,0,1
8.65,47000,8,TOYOTA,INNOVA 2.5,0,1
20.9025,22000,5,MERCEDES-BENZ,E-CLASS E,0,0
8,25000,4,MAHINDRA,MARAZZO M2,0,1
5.9,59012,5,FORD,ASPIRE 1.5,0,1
6.75,10000,6,MARUTI,SWIFT DZIRE,1,1
12.75,88000,11,BMW,X3 XDRIVE20D,0,0
2.5,107543,13,MARUTI,SX4 ZXI,1,1
3.34,52285,11,TOYOTA,ETIOS GD,0,1
5.45,62000,7,HYUNDAI,I20 1.2,1,1
3.85,63000,8,MARUTI,CELERIO VXI,1,1
3.1,45000,13,HONDA,CIVIC 1.8,1,1
3.9,17000,4,MARUTI,EECO 7,1,1
3.65,63000,9,HYUNDAI,I20 1.4,0,1
14,18500,9,BMW,3 SERIES,0,0
6.1,72000,12,BMW,3 SERIES,0,0
6.3,40000,7,HONDA,JAZZ 1.2,1,0
8.15,49189,6,MARUTI,SX4 S,0,1
9.9,35000,8,TOYOTA,INNOVA 2.5,0,1
7.5,55000,7,HONDA,CITY I,1,0
4.5,20000,7,MARUTI,SWIFT LXI,1,1
7.9,33000,6,HONDA,CITY V,1,1
7.85,70066,7,MAHINDRA,XUV500 W4,0,1
6.9,58000,7,MARUTI,VITARA BREZZA,0,1
14.5,62000,7,HONDA,CR-V 2.0,1,0
4.5,59999,11,SKODA,LAURA AMBIENTE,0,0
2.35,62443,11,MARUTI,WAGON R,1,1
3.5,60000,8,HYUNDAI,I20 MAGNA,0,1
9.75,55000,7,MAHINDRA,SCORPIO S6,0,1
1.65,60000,13,HYUNDAI,I10 MAGNA,1,1
0.8,40000,16,MARUTI,ALTO LXI,1,1
3.11,113000,9,NISSAN,SUNNY DIESEL,0,1
4,68000,7,MAHINDRA,KUV 100,0,1
3.69,45892,9,HONDA,AMAZE S,0,1
3.25,70000,11,RENAULT,FLUENCE DIESEL,0,1
17.95,20000,3,MG,HECTOR SHARP,0,1
6.21,35000,8,HONDA,CITY I,0,1
1.75,145000,14,MARUTI,SWIFT DZIRE,1,1
13.49,33000,10,AUDI,A4 35,0,0
3.6,52000,7,HYUNDAI,XCENT 1.2,1,1
5.7,25000,4,HYUNDAI,GRAND I10,1,0
9.25,57000,8,MAHINDRA,XUV500 W10,0,1
3.75,87000,9,HONDA,AMAZE VX,0,1
4.79,15800,5,HYUNDAI,GRAND I10,1,0
2.45,47316,11,HONDA,BRIO E,1,1
9.25,56000,6,MAHINDRA,XUV500 W4,0,1
2.25,45000,7,RENAULT,KWID 1.0,1,1
2.5,30000,10,FORD,FIGO DIESEL,0,1
5.5,25000,5,HYUNDAI,I20 PETROL,1,1
5.2,36000,5,HYUNDAI,GRAND I10,1,1
5.49,22000,7,HYUNDAI,I20 2015-2017,1,1
20.9025,41000,7,BMW,3 SERIES,0,0
3.25,27890,10,HONDA,BRIO S,1,1
20.9025,10000,4,BMW,X1 SDRIVE,0,0
4.9,91000,11,TOYOTA,COROLLA ALTIS,0,1
13,60000,10,TOYOTA,FORTUNER 4X2,0,0
8.35,22000,5,MAHINDRA,THAR CRDE,0,1
7.25,2100,6,MARUTI,ERTIGA VXI,1,1
15,40000,8,AUDI,Q3 35,0,0
4.49,65001,12,MAHINDRA,SCORPIO VLS,0,1
0.88,70500,16,MARUTI,ZEN ESTILO,1,1
6.65,52323,8,HYUNDAI,VERNA 1.6,0,0
5,15000,7,HONDA,AMAZE S,1,1
15.75,42005,9,MERCEDES-BENZ,E-CLASS E250,0,0
3.1,80000,9,MARUTI,SWIFT DZIRE,1,1
2.65,54000,11,MARUTI,RITZ LXI,1,1
3.9,52752,8,VOLKSWAGEN,POLO 1.2,1,1
6.25,40000,5,MARUTI,SWIFT DZIRE,1,0
6.5,89000,9,HYUNDAI,VERNA 1.6,0,1
4.1,55000,7,MARUTI,SWIFT LDI,0,1
4.6,57000,8,MARUTI,SWIFT DZIRE,1,1
1.65,42000,16,HONDA,CITY 2017-2020,1,1
6.5,42000,8,FORD,ECOSPORT 2015-2021,1,0
2.5,45000,8,DATSUN,GO T,1,1
3.4,77950,7,MARUTI,WAGON R,0,1
1.95,136000,15,CHEVROLET,OPTRA MAGNUM,0,1
10.9,16000,4,HONDA,CITY I,1,1
7.5,64000,8,MAHINDRA,THAR 4X4,0,1
13.5,69000,11,BMW,5 SERIES,0,0
16.8,61000,9,TOYOTA,FORTUNER 4X2,0,0
4.2,45000,9,MARUTI,SWIFT DZIRE,1,1
4.85,48300,8,HYUNDAI,I20 SPORTZ,0,1
7,47000,6,MARUTI,CIAZ ZDI,0,1
7.45,9313,5,MARUTI,SWIFT DZIRE,1,0
3.5,58568,12,HONDA,CITY S,1,1
8,68000,4,HONDA,AMAZE V,0,0
4,70000,12,HONDA,CIVIC 1.8,1,1
3.5,50000,10,MARUTI,SWIFT VDI,0,1
3.01,56500,9,MARUTI,RITZ VDI,0,1
4.25,70000,11,MARUTI,ERTIGA VXI,1,1
4.65,65869,8,VOLKSWAGEN,POLO 2015-2019,1,1
6.6,50000,7,HONDA,CITY I,1,1
2.45,51000,9,MARUTI,WAGON R,0,1
2.1,68000,14,MARUTI,SWIFT DZIRE,1,1
5.75,63000,8,HONDA,CITY I,0,1
4.5,32891,6,HYUNDAI,GRAND I10,1,1
9.6,51000,7,MAHINDRA,SCORPIO 1.99,0,1
13.75,80000,8,HONDA,CR-V 2.0L,1,0
4.4,61000,8,TOYOTA,ETIOS LIVA,0,1
8.25,72000,7,HYUNDAI,CRETA 1.6,0,1
5.5,23000,6,MARUTI,BALENO DELTA,1,1
4.15,58000,10,RENAULT,DUSTER 110PS,0,1
17.5,66000,10,JAGUAR,XF 2.2,0,0
0.9,57526,17,HONDA,CITY 1.3,1,1
17.9,48000,5,TOYOTA,INNOVA CRYSTA,1,0
1.4,63000,15,MARUTI,ZEN ESTILO,1,1
20.9025,64000,9,MERCEDES-BENZ,M-CLASS ML,0,0
5.65,74000,14,BMW,3 SERIES,1,0
5.75,35000,3,MARUTI,SWIFT VXI,1,1
4.75,73001,11,TOYOTA,COROLLA ALTIS,1,1
3.49,39000,12,HONDA,CITY 1.5,1,1
7.9,58000,8,MAHINDRA,XUV500 W6,0,1
2.45,76091,10,FORD,FIGO DIESEL,0,1
2.95,30265,7,MARUTI,ALTO 800,0,1
6.5,39000,11,TOYOTA,INNOVA 2.5,0,1
3.25,40383,11,HONDA,JAZZ X,1,1
3.6,70778,12,HONDA,CITY 1.5,1,1
6.15,32000,5,MARUTI,BALENO DELTA,0,1
9.5,32000,9,SKODA,SUPERB ELEGANCE,1,1
1.65,52028,13,MARUTI,ESTILO LXI,1,1
4.95,39000,7,MARUTI,SWIFT DZIRE,1,1
6.2,58000,8,HONDA,CITY I,1,1
8.25,11500,5,HYUNDAI,VERNA 1.4,1,1
1.7,40000,13,MARUTI,ALTO LXI,1,1
14.5,52000,6,TOYOTA,INNOVA CRYSTA,0,1
5.8,53620,7,FORD,ECOSPORT 2015-2021,1,1
7.45,61000,11,MITSUBISHI,OUTLANDER 2.4,1,0
5.5,84000,8,MARUTI,CIAZ VDI,0,1
8.7,42000,9,TOYOTA,COROLLA ALTIS,1,1
3.4,55000,11,TOYOTA,ETIOS G,1,1
6.6,69000,5,HYUNDAI,I20 1.4,0,1
3.53,48059,11,MARUTI,SWIFT DZIRE,0,1
1.25,63000,14,HYUNDAI,SANTRO XING,1,1
8.11,49000,5,MARUTI,CIAZ 1.4,1,0
6,39000,5,MARUTI,BALENO DELTA,1,1
5,120000,6,HONDA,MOBILIO E,1,1
4.7,46000,6,HYUNDAI,GRAND I10,1,0
20.9025,69000,7,BMW,3 SERIES,0,0
2.8,58360,11,TOYOTA,ETIOS GD,0,1
6.15,52000,7,MARUTI,CIAZ ZDI,0,1
2.3,44000,10,HYUNDAI,I10 SPORTZ,1,1
